=== ALU UNIT TEST REPORT ===
PASS | Op: XOR A: 0x3524 B: 0x5e81 -> Res=0x6ba5 Z=0
PASS | Op: SUB A: 0x13b B: 0xbe2e -> Res=0x430d Z=0
PASS | Op: ADD A: 0x6716 B: 0x8420 -> Res=0xeb36 Z=0
PASS | Op: ADD A: 0xf895 B: 0x2a2d -> Res=0x22c2 Z=0
PASS | Op: AND A: 0x3768 B: 0xe297 -> Res=0x2200 Z=0
PASS | Op: ADD A: 0xf237 B: 0x9952 -> Res=0x8b89 Z=0
PASS | Op: SUB A: 0x1fcc B: 0xb888 -> Res=0x6744 Z=0
PASS | Op: XOR A: 0x4b82 B: 0xfa8c -> Res=0xb10e Z=0
PASS | Op: XOR A: 0xac15 B: 0xffcb -> Res=0x53de Z=0
PASS | Op: ADD A: 0xc193 B: 0x2e4 -> Res=0xc477 Z=0
PASS | Op: XOR A: 0x1db5 B: 0x47a3 -> Res=0x5a16 Z=0
PASS | Op: ADD A: 0xba97 B: 0xc031 -> Res=0x7ac8 Z=0
PASS | Op: OR A: 0x2e57 B: 0xa176 -> Res=0xaf77 Z=0
PASS | Op: ADD A: 0xac00 B: 0xa073 -> Res=0x4c73 Z=0
PASS | Op: XOR A: 0x9b72 B: 0x461e -> Res=0xdd6c Z=0
PASS | Op: ADD A: 0x59cd B: 0xbfd -> Res=0x65ca Z=0
PASS | Op: XOR A: 0x7f1b B: 0xc5ce -> Res=0xbad5 Z=0
PASS | Op: ADD A: 0x48ca B: 0x6587 -> Res=0xae51 Z=0
PASS | Op: XOR A: 0x9b2c B: 0x8925 -> Res=0x1209 Z=0
PASS | Op: SUB A: 0xd4f3 B: 0x7383 -> Res=0x6170 Z=0
PASS | Op: AND A: 0x65b0 B: 0x93b9 -> Res=0x1b0 Z=0
PASS | Op: OR A: 0xbfa8 B: 0x799a -> Res=0xffba Z=0
PASS | Op: OR A: 0xd4d9 B: 0x500c -> Res=0xd4dd Z=0
PASS | Op: ADD A: 0x90a8 B: 0x95a3 -> Res=0x264b Z=0
PASS | Op: OR A: 0x37f9 B: 0x9cbd -> Res=0xbffd Z=0
PASS | Op: SUB A: 0x8396 B: 0x800b -> Res=0x38b Z=0
PASS | Op: OR A: 0x28f B: 0x283f -> Res=0x2abf Z=0
PASS | Op: ADD A: 0x3a7b B: 0xb62d -> Res=0xf0a8 Z=0
PASS | Op: SUB A: 0xe1d7 B: 0xa73d -> Res=0x3a9a Z=0
PASS | Op: AND A: 0x1b1a B: 0x6aeb -> Res=0xa0a Z=0
PASS | Op: OR A: 0x8a1d B: 0x28d6 -> Res=0xaadf Z=0
PASS | Op: AND A: 0x9aee B: 0x4e45 -> Res=0xa44 Z=0
PASS | Op: AND A: 0xc48d B: 0x905 -> Res=0x5 Z=0
PASS | Op: SUB A: 0x9cf B: 0x884c -> Res=0x8183 Z=0
PASS | Op: XOR A: 0x676c B: 0x680f -> Res=0xf63 Z=0
PASS | Op: XOR A: 0xf1d0 B: 0xcd2f -> Res=0x3cff Z=0
PASS | Op: AND A: 0x1772 B: 0x32b4 -> Res=0x1230 Z=0
PASS | Op: SUB A: 0xe8a0 B: 0xe1b3 -> Res=0x6ed Z=0
PASS | Op: XOR A: 0x9e1f B: 0x37dc -> Res=0xa9c3 Z=0
PASS | Op: XOR A: 0x7835 B: 0x8ce4 -> Res=0xf4d1 Z=0
PASS | Op: XOR A: 0x4ae B: 0xbb9 -> Res=0xf17 Z=0
PASS | Op: ADD A: 0x2b07 B: 0x4659 -> Res=0x7160 Z=0
PASS | Op: ADD A: 0x91d6 B: 0x631b -> Res=0xf4f1 Z=0
PASS | Op: ADD A: 0x11ca B: 0x4f5b -> Res=0x6125 Z=0
PASS | Op: ADD A: 0x5d1d B: 0xabf1 -> Res=0x90e Z=0
PASS | Op: ADD A: 0xbcbf B: 0xd791 -> Res=0x9450 Z=0
PASS | Op: ADD A: 0x7ac2 B: 0x847f -> Res=0xff41 Z=0
PASS | Op: SUB A: 0x140d B: 0x46d8 -> Res=0xcd35 Z=0
PASS | Op: OR A: 0xb842 B: 0x72ab -> Res=0xfaeb Z=0
PASS | Op: SUB A: 0xf4b1 B: 0xbd37 -> Res=0x377a Z=0
PASS | Op: ADD A: 0xb944 B: 0xe9f -> Res=0xc7e3 Z=0
PASS | Op: XOR A: 0x93c1 B: 0x2737 -> Res=0xb4f6 Z=0
PASS | Op: XOR A: 0x3871 B: 0xc0df -> Res=0xf8ae Z=0
PASS | Op: XOR A: 0x1c83 B: 0x4786 -> Res=0x5b05 Z=0
PASS | Op: XOR A: 0xc1f9 B: 0x13b -> Res=0xc0c2 Z=0
PASS | Op: ADD A: 0x2208 B: 0xab12 -> Res=0xcd1a Z=0
PASS | Op: ADD A: 0x82c4 B: 0x4f2f -> Res=0xd1f3 Z=0
PASS | Op: XOR A: 0x2a4c B: 0xa6e3 -> Res=0x8caf Z=0
PASS | Op: AND A: 0x2f15 B: 0x5aac -> Res=0xa04 Z=0
PASS | Op: AND A: 0xd9b7 B: 0x27f9 -> Res=0x1b1 Z=0
PASS | Op: AND A: 0x60d3 B: 0xbc80 -> Res=0x2080 Z=0
PASS | Op: ADD A: 0xb2f1 B: 0xac75 -> Res=0x5f66 Z=0
PASS | Op: OR A: 0x102a B: 0xf5a2 -> Res=0xf5aa Z=0
PASS | Op: AND A: 0x14b9 B: 0xaef3 -> Res=0x4b1 Z=0
PASS | Op: OR A: 0xb9eb B: 0xe4e -> Res=0xbfef Z=0
PASS | Op: OR A: 0x743b B: 0xe91d -> Res=0xfd3f Z=0
PASS | Op: OR A: 0x70bb B: 0xe6c8 -> Res=0xf6fb Z=0
PASS | Op: XOR A: 0x59dc B: 0xe0d6 -> Res=0xb90a Z=0
PASS | Op: AND A: 0x12b2 B: 0xefa8 -> Res=0x2a0 Z=0
PASS | Op: XOR A: 0x2d2e B: 0x5c7 -> Res=0x28e9 Z=0
PASS | Op: ADD A: 0x196 B: 0xec01 -> Res=0xed97 Z=0
PASS | Op: ADD A: 0xdbd0 B: 0x9ec1 -> Res=0x7a91 Z=0
PASS | Op: AND A: 0x18d8 B: 0x50c6 -> Res=0x10c0 Z=0
PASS | Op: XOR A: 0x4059 B: 0x9a44 -> Res=0xda1d Z=0
PASS | Op: XOR A: 0x934 B: 0x3f3a -> Res=0x360e Z=0
PASS | Op: AND A: 0x23ef B: 0x3595 -> Res=0x2185 Z=0
PASS | Op: XOR A: 0xd7b7 B: 0x2167 -> Res=0xf6d0 Z=0
PASS | Op: SUB A: 0x1ace B: 0x29de -> Res=0xf0f0 Z=0
PASS | Op: OR A: 0x603c B: 0x753a -> Res=0x753e Z=0
PASS | Op: XOR A: 0x78e5 B: 0x394b -> Res=0x41ae Z=0
PASS | Op: ADD A: 0xe0f5 B: 0x9be2 -> Res=0x7cd7 Z=0
PASS | Op: XOR A: 0x1c6c B: 0x5ef1 -> Res=0x429d Z=0
PASS | Op: XOR A: 0xab17 B: 0x9f2f -> Res=0x3438 Z=0
PASS | Op: ADD A: 0xff1 B: 0x2ee6 -> Res=0x3ed7 Z=0
PASS | Op: SUB A: 0xe065 B: 0xe054 -> Res=0x11 Z=0
PASS | Op: ADD A: 0x1afc B: 0x597f -> Res=0x747b Z=0
PASS | Op: ADD A: 0xd773 B: 0x1c6a -> Res=0xf3dd Z=0
PASS | Op: SUB A: 0xbe2e B: 0xa0f5 -> Res=0x1d39 Z=0
PASS | Op: SUB A: 0xf6c9 B: 0xb3e9 -> Res=0x42e0 Z=0
PASS | Op: XOR A: 0xb81a B: 0x199d -> Res=0xa187 Z=0
PASS | Op: SUB A: 0x82e8 B: 0xdf0d -> Res=0xa3db Z=0
PASS | Op: XOR A: 0x8b76 B: 0x81c9 -> Res=0xabf Z=0
PASS | Op: ADD A: 0x68df B: 0x4eee -> Res=0xb7cd Z=0
PASS | Op: ADD A: 0x76a8 B: 0xace2 -> Res=0x238a Z=0
PASS | Op: ADD A: 0x8730 B: 0xdef2 -> Res=0x6622 Z=0
PASS | Op: AND A: 0x72a4 B: 0xe424 -> Res=0x6024 Z=0
PASS | Op: OR A: 0x6ea6 B: 0x3e86 -> Res=0x7ea6 Z=0
PASS | Op: ADD A: 0x79c4 B: 0x3e60 -> Res=0xb824 Z=0
PASS | Op: ADD A: 0x8785 B: 0x203 -> Res=0x8988 Z=0
PASS | Op: XOR A: 0xd53c B: 0x744c -> Res=0xa170 Z=0
PASS | Op: SUB A: 0xb437 B: 0xef74 -> Res=0xc4c3 Z=0
PASS | Op: XOR A: 0x2dc8 B: 0x17f7 -> Res=0x3a3f Z=0
PASS | Op: ADD A: 0xbd30 B: 0x4f5 -> Res=0xc225 Z=0
PASS | Op: OR A: 0x28ea B: 0xab1c -> Res=0xabfe Z=0
PASS | Op: XOR A: 0xe5ae B: 0xb0d5 -> Res=0x557b Z=0
PASS | Op: ADD A: 0x5096 B: 0xa61a -> Res=0xf6b0 Z=0
PASS | Op: XOR A: 0xb516 B: 0xf5b -> Res=0xba4d Z=0
PASS | Op: XOR A: 0xe741 B: 0xd95d -> Res=0x3e1c Z=0
PASS | Op: AND A: 0x9a5 B: 0xb5d3 -> Res=0x181 Z=0
PASS | Op: ADD A: 0xad08 B: 0xe9c3 -> Res=0x96cb Z=0
PASS | Op: ADD A: 0x6fd8 B: 0x51b3 -> Res=0xc18b Z=0
PASS | Op: ADD A: 0xde8b B: 0xf5f4 -> Res=0xd47f Z=0
PASS | Op: SUB A: 0xbc1b B: 0x2b52 -> Res=0x90c9 Z=0
PASS | Op: AND A: 0x67c6 B: 0x3b40 -> Res=0x2340 Z=0
PASS | Op: ADD A: 0x1ddb B: 0x6c27 -> Res=0x8a02 Z=0
PASS | Op: XOR A: 0x3404 B: 0xed18 -> Res=0xd91c Z=0
PASS | Op: XOR A: 0xb2fc B: 0xc40b -> Res=0x76f7 Z=0
PASS | Op: ADD A: 0x70eb B: 0xe7a8 -> Res=0x5893 Z=0
PASS | Op: XOR A: 0x3276 B: 0x674 -> Res=0x3402 Z=0
PASS | Op: XOR A: 0x79b4 B: 0x1f4c -> Res=0x66f8 Z=0
PASS | Op: XOR A: 0xf369 B: 0x6bec -> Res=0x9885 Z=0
PASS | Op: SUB A: 0x5665 B: 0x6119 -> Res=0xf54c Z=0
PASS | Op: OR A: 0x6eb2 B: 0x9ba4 -> Res=0xffb6 Z=0
PASS | Op: ADD A: 0xf61 B: 0x9bc1 -> Res=0xab22 Z=0
PASS | Op: SUB A: 0x7d69 B: 0xe252 -> Res=0x9b17 Z=0
PASS | Op: ADD A: 0x182b B: 0x9502 -> Res=0xad2d Z=0
PASS | Op: ADD A: 0xf84 B: 0xf3d6 -> Res=0x35a Z=0
PASS | Op: XOR A: 0xa9d4 B: 0xb82 -> Res=0xa256 Z=0
PASS | Op: OR A: 0x5833 B: 0xb157 -> Res=0xf977 Z=0
PASS | Op: SUB A: 0x6ee0 B: 0x702 -> Res=0x67de Z=0
PASS | Op: XOR A: 0x677b B: 0xec2 -> Res=0x69b9 Z=0
PASS | Op: SUB A: 0x5c65 B: 0x90c4 -> Res=0xcba1 Z=0
PASS | Op: AND A: 0x58e3 B: 0xc2dd -> Res=0x40c1 Z=0
PASS | Op: XOR A: 0xabc9 B: 0xb940 -> Res=0x1289 Z=0
PASS | Op: XOR A: 0xc3b4 B: 0x7b06 -> Res=0xb8b2 Z=0
PASS | Op: SUB A: 0x7620 B: 0x7f96 -> Res=0xf68a Z=0
PASS | Op: ADD A: 0x65fe B: 0xb381 -> Res=0x197f Z=0
PASS | Op: ADD A: 0xdfba B: 0x6aa -> Res=0xe664 Z=0
PASS | Op: XOR A: 0x32a1 B: 0xdfed -> Res=0xed4c Z=0
PASS | Op: SUB A: 0xe53f B: 0xd48e -> Res=0x10b1 Z=0
PASS | Op: OR A: 0xc747 B: 0xb079 -> Res=0xf77f Z=0
PASS | Op: AND A: 0x6632 B: 0x7c5b -> Res=0x6412 Z=0
PASS | Op: XOR A: 0x4d07 B: 0x9cb5 -> Res=0xd1b2 Z=0
PASS | Op: XOR A: 0x44d7 B: 0xddf0 -> Res=0x9927 Z=0
PASS | Op: XOR A: 0xccc B: 0xc3bf -> Res=0xcf73 Z=0
PASS | Op: ADD A: 0x5907 B: 0xb7aa -> Res=0x10b1 Z=0
PASS | Op: ADD A: 0x9785 B: 0xa12c -> Res=0x38b1 Z=0
PASS | Op: XOR A: 0xe60 B: 0x21e0 -> Res=0x2f80 Z=0
PASS | Op: XOR A: 0xcc42 B: 0xc74e -> Res=0xb0c Z=0
PASS | Op: XOR A: 0x3aa6 B: 0xee4d -> Res=0xd4eb Z=0
PASS | Op: ADD A: 0xa709 B: 0xf936 -> Res=0xa03f Z=0
PASS | Op: SUB A: 0xb3d7 B: 0x3687 -> Res=0x7d50 Z=0
PASS | Op: AND A: 0x172c B: 0x2e99 -> Res=0x608 Z=0
PASS | Op: XOR A: 0x92a0 B: 0xd01a -> Res=0x42ba Z=0
PASS | Op: OR A: 0x4abc B: 0x7ad9 -> Res=0x7afd Z=0
PASS | Op: ADD A: 0x2ff6 B: 0xc00d -> Res=0xf003 Z=0
PASS | Op: XOR A: 0x1ca3 B: 0x8b40 -> Res=0x97e3 Z=0
PASS | Op: ADD A: 0xeae2 B: 0xeff8 -> Res=0xdada Z=0
PASS | Op: ADD A: 0x4085 B: 0x8e0b -> Res=0xce90 Z=0
PASS | Op: XOR A: 0x765 B: 0xa094 -> Res=0xa7f1 Z=0
PASS | Op: AND A: 0x7145 B: 0x5eb1 -> Res=0x5001 Z=0
PASS | Op: ADD A: 0x7e88 B: 0xbb28 -> Res=0x39b0 Z=0
PASS | Op: SUB A: 0xf0d2 B: 0x11bc -> Res=0xdf16 Z=0
PASS | Op: XOR A: 0x7408 B: 0xe3c9 -> Res=0x97c1 Z=0
PASS | Op: AND A: 0xb69e B: 0xa5 -> Res=0x84 Z=0
PASS | Op: XOR A: 0xb47 B: 0xa407 -> Res=0xaf40 Z=0
PASS | Op: AND A: 0x508a B: 0x8aac -> Res=0x88 Z=0
PASS | Op: AND A: 0x14ee B: 0x72d2 -> Res=0x10c2 Z=0
PASS | Op: SUB A: 0xb30f B: 0xacd8 -> Res=0x637 Z=0
PASS | Op: XOR A: 0xc027 B: 0x9992 -> Res=0x59b5 Z=0
PASS | Op: ADD A: 0x8c72 B: 0x5816 -> Res=0xe488 Z=0
PASS | Op: XOR A: 0x67d6 B: 0xa585 -> Res=0xc253 Z=0
PASS | Op: ADD A: 0x593d B: 0xdfd5 -> Res=0x3912 Z=0
PASS | Op: ADD A: 0xae96 B: 0x86a9 -> Res=0x353f Z=0
PASS | Op: OR A: 0xf4a4 B: 0xeeff -> Res=0xfeff Z=0
PASS | Op: SUB A: 0x410a B: 0x4baa -> Res=0xf560 Z=0
PASS | Op: XOR A: 0x85ae B: 0x15ac -> Res=0x9002 Z=0
PASS | Op: ADD A: 0xf2b2 B: 0xd390 -> Res=0xc642 Z=0
PASS | Op: ADD A: 0x9a82 B: 0xc538 -> Res=0x5fba Z=0
PASS | Op: SUB A: 0xfa94 B: 0xcd68 -> Res=0x2d2c Z=0
PASS | Op: ADD A: 0x840b B: 0xa043 -> Res=0x244e Z=0
PASS | Op: SUB A: 0xac70 B: 0xd157 -> Res=0xdb19 Z=0
PASS | Op: ADD A: 0x8423 B: 0xe823 -> Res=0x6c46 Z=0
PASS | Op: XOR A: 0xd2da B: 0x389c -> Res=0xea46 Z=0
PASS | Op: OR A: 0x52df B: 0x4526 -> Res=0x57ff Z=0
PASS | Op: ADD A: 0xbd5f B: 0x3cb2 -> Res=0xfa11 Z=0
PASS | Op: ADD A: 0xbe80 B: 0xe902 -> Res=0xa782 Z=0
PASS | Op: XOR A: 0x2e7a B: 0xd91e -> Res=0xf764 Z=0
PASS | Op: OR A: 0xcf58 B: 0xd99b -> Res=0xdfdb Z=0
PASS | Op: AND A: 0x9242 B: 0x9a72 -> Res=0x9242 Z=0
PASS | Op: XOR A: 0x2ff8 B: 0xf722 -> Res=0xd8da Z=0
PASS | Op: XOR A: 0x38f0 B: 0xf92 -> Res=0x3762 Z=0
PASS | Op: AND A: 0xfdf2 B: 0x27c5 -> Res=0x25c0 Z=0
PASS | Op: SUB A: 0x70a8 B: 0x2973 -> Res=0x4735 Z=0
PASS | Op: ADD A: 0xb06c B: 0x16 -> Res=0xb082 Z=0
PASS | Op: XOR A: 0xaccd B: 0x4d16 -> Res=0xe1db Z=0
PASS | Op: XOR A: 0x1250 B: 0xfa07 -> Res=0xe857 Z=0
PASS | Op: ADD A: 0x353d B: 0x2cce -> Res=0x620b Z=0
PASS | Op: XOR A: 0xdee0 B: 0x412d -> Res=0x9fcd Z=0
PASS | Op: XOR A: 0x9c6f B: 0xb82d -> Res=0x2442 Z=0
PASS | Op: ADD A: 0xe706 B: 0xb567 -> Res=0x9c6d Z=0
PASS | Op: XOR A: 0x423e B: 0x4d69 -> Res=0xf57 Z=0
PASS | Op: XOR A: 0x13ad B: 0x53a5 -> Res=0x4008 Z=0
PASS | Op: ADD A: 0xcdba B: 0x8cd6 -> Res=0x5a90 Z=0
PASS | Op: XOR A: 0x1693 B: 0x241b -> Res=0x3288 Z=0
PASS | Op: SUB A: 0xe78f B: 0xb140 -> Res=0x364f Z=0
PASS | Op: OR A: 0xa085 B: 0x358 -> Res=0xa3dd Z=0
PASS | Op: AND A: 0xe892 B: 0xb504 -> Res=0xa000 Z=0
PASS | Op: XOR A: 0x7f33 B: 0x6cc7 -> Res=0x13f4 Z=0
PASS | Op: AND A: 0xbc20 B: 0xf64c -> Res=0xb400 Z=0
PASS | Op: XOR A: 0x36cd B: 0xa91c -> Res=0x9fd1 Z=0
PASS | Op: ADD A: 0xbcb4 B: 0x550a -> Res=0x11be Z=0
PASS | Op: AND A: 0x32e6 B: 0x5553 -> Res=0x1042 Z=0
PASS | Op: XOR A: 0x1ae1 B: 0xda65 -> Res=0xc084 Z=0
PASS | Op: OR A: 0x34e1 B: 0x7d5d -> Res=0x7dfd Z=0
PASS | Op: ADD A: 0xac50 B: 0x80f -> Res=0xb45f Z=0
PASS | Op: XOR A: 0x2d88 B: 0x6c9 -> Res=0x2b41 Z=0
PASS | Op: SUB A: 0x520b B: 0xda0e -> Res=0x77fd Z=0
PASS | Op: AND A: 0x97df B: 0x9d14 -> Res=0x9514 Z=0
PASS | Op: XOR A: 0x9f6 B: 0x6f5e -> Res=0x66a8 Z=0
PASS | Op: OR A: 0x1d35 B: 0x7bf3 -> Res=0x7ff7 Z=0
PASS | Op: ADD A: 0x3484 B: 0x8b64 -> Res=0xbfe8 Z=0
PASS | Op: XOR A: 0x65da B: 0x999a -> Res=0xfc40 Z=0
PASS | Op: SUB A: 0xb2b0 B: 0xe8e9 -> Res=0xc9c7 Z=0
PASS | Op: ADD A: 0xe8e0 B: 0x83c8 -> Res=0x6ca8 Z=0
PASS | Op: ADD A: 0x6abe B: 0xcb5f -> Res=0x361d Z=0
PASS | Op: XOR A: 0x94de B: 0x3a0d -> Res=0xaed3 Z=0
PASS | Op: ADD A: 0x7f6d B: 0xf230 -> Res=0x719d Z=0
PASS | Op: OR A: 0x5a4d B: 0x866e -> Res=0xde6f Z=0
PASS | Op: AND A: 0x6ea8 B: 0x53a0 -> Res=0x42a0 Z=0
PASS | Op: SUB A: 0xe0eb B: 0x842e -> Res=0x5cbd Z=0
PASS | Op: AND A: 0xf2c9 B: 0x9c7c -> Res=0x9048 Z=0
PASS | Op: ADD A: 0x6a38 B: 0x3293 -> Res=0x9ccb Z=0
PASS | Op: AND A: 0x9a4d B: 0xb5bf -> Res=0x900d Z=0
PASS | Op: XOR A: 0xf5e9 B: 0xd2b -> Res=0xf8c2 Z=0
PASS | Op: OR A: 0xac76 B: 0x1343 -> Res=0xbf77 Z=0
PASS | Op: ADD A: 0x3dbb B: 0xfedc -> Res=0x3c97 Z=0
PASS | Op: ADD A: 0x2789 B: 0x3a8b -> Res=0x6214 Z=0
PASS | Op: XOR A: 0xdbad B: 0x7c94 -> Res=0xa739 Z=0
PASS | Op: XOR A: 0xe9b2 B: 0x99fb -> Res=0x7049 Z=0
PASS | Op: XOR A: 0xc939 B: 0x2cc9 -> Res=0xe5f0 Z=0
PASS | Op: ADD A: 0xf94a B: 0x5029 -> Res=0x4973 Z=0
PASS | Op: SUB A: 0xfc65 B: 0x8713 -> Res=0x7552 Z=0
PASS | Op: AND A: 0x5d48 B: 0xebb7 -> Res=0x4900 Z=0
PASS | Op: XOR A: 0x9d15 B: 0x1882 -> Res=0x8597 Z=0
PASS | Op: AND A: 0xd08a B: 0x76a6 -> Res=0x5082 Z=0
PASS | Op: ADD A: 0x3898 B: 0x7a1c -> Res=0xb2b4 Z=0
PASS | Op: SUB A: 0xe649 B: 0xf5bf -> Res=0xf08a Z=0
PASS | Op: AND A: 0xc070 B: 0xb713 -> Res=0x8010 Z=0
PASS | Op: ADD A: 0x4322 B: 0xa17f -> Res=0xe4a1 Z=0
PASS | Op: OR A: 0xae95 B: 0xabc3 -> Res=0xafd7 Z=0
PASS | Op: ADD A: 0xe53d B: 0x8f2d -> Res=0x746a Z=0
PASS | Op: ADD A: 0x900d B: 0x608e -> Res=0xf09b Z=0
PASS | Op: ADD A: 0xbccd B: 0xd147 -> Res=0x8e14 Z=0
PASS | Op: XOR A: 0x85f2 B: 0xbc7c -> Res=0x398e Z=0
PASS | Op: OR A: 0x6547 B: 0xd371 -> Res=0xf777 Z=0
PASS | Op: OR A: 0xeb49 B: 0x8660 -> Res=0xef69 Z=0
PASS | Op: OR A: 0xaba8 B: 0x3efe -> Res=0xbffe Z=0
PASS | Op: XOR A: 0xbece B: 0x6fe7 -> Res=0xd129 Z=0
PASS | Op: XOR A: 0xba82 B: 0xb66d -> Res=0xcef Z=0
PASS | Op: SUB A: 0xd251 B: 0xdcae -> Res=0xf5a3 Z=0
PASS | Op: XOR A: 0x7027 B: 0xc6d1 -> Res=0xb6f6 Z=0
PASS | Op: AND A: 0xc4ff B: 0xaff7 -> Res=0x84f7 Z=0
PASS | Op: XOR A: 0x6ec9 B: 0x8748 -> Res=0xe981 Z=0
PASS | Op: XOR A: 0x4de8 B: 0x8816 -> Res=0xc5fe Z=0
PASS | Op: XOR A: 0x9bba B: 0x40a8 -> Res=0xdb12 Z=0
PASS | Op: XOR A: 0x4c54 B: 0x3551 -> Res=0x7905 Z=0
PASS | Op: OR A: 0xffde B: 0xe843 -> Res=0xffdf Z=0
PASS | Op: XOR A: 0x85e9 B: 0xadb5 -> Res=0x285c Z=0
PASS | Op: ADD A: 0x5e31 B: 0x13e7 -> Res=0x7218 Z=0
PASS | Op: XOR A: 0xa00a B: 0xf2bf -> Res=0x52b5 Z=0
PASS | Op: XOR A: 0x367b B: 0x9ba8 -> Res=0xadd3 Z=0
PASS | Op: ADD A: 0xb81a B: 0x25cf -> Res=0xdde9 Z=0
PASS | Op: SUB A: 0x3542 B: 0x21c3 -> Res=0x137f Z=0
PASS | Op: SUB A: 0xcd82 B: 0xb86c -> Res=0x1516 Z=0
PASS | Op: OR A: 0x36f8 B: 0xbfc4 -> Res=0xbffc Z=0
PASS | Op: AND A: 0x2d6a B: 0x313c -> Res=0x2128 Z=0
PASS | Op: OR A: 0x222b B: 0x1cc5 -> Res=0x3eef Z=0
PASS | Op: SUB A: 0x51ce B: 0xb8e2 -> Res=0x98ec Z=0
PASS | Op: SUB A: 0x8752 B: 0xf90b -> Res=0x8e47 Z=0
PASS | Op: XOR A: 0xdacc B: 0x895c -> Res=0x5390 Z=0
PASS | Op: ADD A: 0xea40 B: 0x3636 -> Res=0x2076 Z=0
PASS | Op: XOR A: 0x4b3e B: 0xb39 -> Res=0x4007 Z=0
PASS | Op: XOR A: 0xbadf B: 0xfc4 -> Res=0xb51b Z=0
PASS | Op: ADD A: 0x11fe B: 0x110c -> Res=0x230a Z=0
PASS | Op: SUB A: 0xc350 B: 0xb7c0 -> Res=0xb90 Z=0
PASS | Op: AND A: 0xe613 B: 0xa4b8 -> Res=0xa410 Z=0
PASS | Op: OR A: 0x1529 B: 0x1e8a -> Res=0x1fab Z=0
PASS | Op: ADD A: 0x3de8 B: 0xb40f -> Res=0xf1f7 Z=0
PASS | Op: AND A: 0x9220 B: 0x4896 -> Res=0x0 Z=0
PASS | Op: ADD A: 0xf971 B: 0x623 -> Res=0xff94 Z=0
PASS | Op: XOR A: 0xdd69 B: 0x8d6b -> Res=0x5002 Z=0
PASS | Op: XOR A: 0x10dd B: 0x3cb7 -> Res=0x2c6a Z=0
PASS | Op: ADD A: 0x208b B: 0x5f87 -> Res=0x8012 Z=0
PASS | Op: XOR A: 0x856 B: 0x364f -> Res=0x3e19 Z=0
PASS | Op: OR A: 0x65f2 B: 0x2b15 -> Res=0x6ff7 Z=0
PASS | Op: ADD A: 0x5bd2 B: 0x7d14 -> Res=0xd8e6 Z=0
PASS | Op: SUB A: 0x10ce B: 0xffb6 -> Res=0x1118 Z=0
PASS | Op: SUB A: 0x5b0d B: 0x4cc8 -> Res=0xe45 Z=0
PASS | Op: ADD A: 0x9b78 B: 0xe75b -> Res=0x82d3 Z=0
PASS | Op: SUB A: 0xb4c B: 0x7056 -> Res=0x9af6 Z=0
PASS | Op: ADD A: 0x24d4 B: 0x8b8c -> Res=0xb060 Z=0
PASS | Op: XOR A: 0xd5 B: 0xb86a -> Res=0xb8bf Z=0
PASS | Op: XOR A: 0xe10 B: 0xe521 -> Res=0xeb31 Z=0
PASS | Op: XOR A: 0x5b89 B: 0xa10d -> Res=0xfa84 Z=0
PASS | Op: SUB A: 0x24b9 B: 0xc5cb -> Res=0x5eee Z=0
PASS | Op: SUB A: 0x216f B: 0xee02 -> Res=0x336d Z=0
PASS | Op: ADD A: 0x682 B: 0x3952 -> Res=0x3fd4 Z=0
PASS | Op: AND A: 0x2f2a B: 0xfc9a -> Res=0x2c0a Z=0
PASS | Op: XOR A: 0xfb8b B: 0x64e7 -> Res=0x9f6c Z=0
PASS | Op: AND A: 0xfe0d B: 0x7db4 -> Res=0x7c04 Z=0
PASS | Op: SUB A: 0x4c0a B: 0xf568 -> Res=0x56a2 Z=0
PASS | Op: ADD A: 0x8286 B: 0x7fc2 -> Res=0x248 Z=0
PASS | Op: ADD A: 0x4e5d B: 0x634b -> Res=0xb1a8 Z=0
PASS | Op: XOR A: 0xfe6 B: 0x979c -> Res=0x987a Z=0
PASS | Op: OR A: 0xc605 B: 0x8ca6 -> Res=0xcea7 Z=0
PASS | Op: XOR A: 0xa017 B: 0x1527 -> Res=0xb530 Z=0
PASS | Op: XOR A: 0xf402 B: 0x9898 -> Res=0x6c9a Z=0
PASS | Op: AND A: 0x64be B: 0x81fb -> Res=0xba Z=0
PASS | Op: ADD A: 0xb4a2 B: 0x9643 -> Res=0x4ae5 Z=0
PASS | Op: OR A: 0x4e7a B: 0xbd8b -> Res=0xfffb Z=0
PASS | Op: XOR A: 0x9e4d B: 0x29df -> Res=0xb792 Z=0
PASS | Op: OR A: 0xc2e3 B: 0x2bed -> Res=0xebef Z=0
PASS | Op: ADD A: 0x2f39 B: 0xc782 -> Res=0xf6bb Z=0
PASS | Op: XOR A: 0xc288 B: 0xf7fa -> Res=0x3572 Z=0
PASS | Op: SUB A: 0xfa95 B: 0xcde8 -> Res=0x2cad Z=0
PASS | Op: ADD A: 0xa700 B: 0x48fd -> Res=0xeffd Z=0
PASS | Op: ADD A: 0xbaad B: 0x40d5 -> Res=0xfb82 Z=0
PASS | Op: XOR A: 0xd8c9 B: 0x162e -> Res=0xcee7 Z=0
PASS | Op: XOR A: 0xfad0 B: 0x7b24 -> Res=0x81f4 Z=0
PASS | Op: ADD A: 0xbfce B: 0xb696 -> Res=0x7664 Z=0
